AcademicYear,Institution,Student Type,DemographicGroup,DemographicValue,DemographicSubgroup,DemographicSubgroupValue,AvgTTD,MedTTD,Number of Degrees
2015-16,University of Washington,Direct from High School,Pre-College Course Taking,Did not take Pre-College Course,Washington College Grant Status,Received WA College Grant,4.17,3.75,1195
2015-16,University of Washington,Direct from High School,Race/Ethnicity,American Indian or Alaska Native (AIAN),None,All,5.18,4.5,21
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,None,All,4.02,3.75,1525
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Sex,Female,3.91,3.75,837
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Sex,Male,4.15,3.75,686
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Washington College Grant Status,Did Not Receive WA College Grant,3.96,3.75,1038
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,Washington College Grant Status,Received WA College Grant,4.13,3.75,487
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Black,None,All,4.47,3.92,136
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Black,Sex,Female,4.19,3.92,91
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Black,Sex,Male,5.04,3.92,45
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Black,Washington College Grant Status,Did Not Receive WA College Grant,4.7,3.75,61
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Black,Washington College Grant Status,Received WA College Grant,4.28,3.92,75
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Hispanic,None,All,4.01,3.75,391
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Hispanic,Sex,Female,3.9,3.75,230
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Hispanic,Sex,Male,4.17,3.75,161
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Hispanic,Washington College Grant Status,Did Not Receive WA College Grant,3.91,3.75,202
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Hispanic,Washington College Grant Status,Received WA College Grant,4.12,3.75,189
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Multi Racial,None,All,3.82,3.75,376
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Multi Racial,Sex,Female,3.8,3.75,208
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Multi Racial,Sex,Male,3.85,3.75,167
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Multi Racial,Washington College Grant Status,Did Not Receive WA College Grant,3.8,3.75,312
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Multi Racial,Washington College Grant Status,Received WA College Grant,3.9,3.75,64
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Unknown,None,All,4.02,3.75,970
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Unknown,Sex,Female,3.9,3.75,555
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Unknown,Sex,Male,4.19,3.75,415
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Unknown,Washington College Grant Status,Did Not Receive WA College Grant,3.96,3.75,930
2015-16,University of Washington,Direct from High School,Race/Ethnicity,Unknown,Washington College Grant Status,Received WA College Grant,5.57,4.5,40
2015-16,University of Washington,Direct from High School,Race/Ethnicity,White,None,All,3.92,3.75,2266
2015-16,University of Washington,Direct from High School,Race/Ethnicity,White,Sex,Female,3.81,3.75,1194
2015-16,University of Washington,Direct from High School,Race/Ethnicity,White,Sex,Male,4.04,3.75,1070
2015-16,University of Washington,Direct from High School,Race/Ethnicity,White,Washington College Grant Status,Did Not Receive WA College Grant,3.89,3.75,1936
2015-16,University of Washington,Direct from High School,Race/Ethnicity,White,Washington College Grant Status,Received WA College Grant,4.08,3.75,330
2015-16,University of Washington,Direct from High School,Residency,Non-Residents,None,All,3.87,3.75,1572
2015-16,University of Washington,Direct from High School,Residency,Non-Residents,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,3.84,3.75,236
2015-16,University of Washington,Direct from High School,Residency,Non-Residents,Race/Ethnicity,Unknown,3.89,3.75,845
2015-16,University of Washington,Direct from High School,Residency,Non-Residents,Race/Ethnicity,White,3.82,3.75,361
2015-16,University of Washington,Direct from High School,Residency,Non-Residents,Sex,Female,3.76,3.75,868
2015-16,University of Washington,Direct from High School,Residency,Non-Residents,Sex,Male,4.01,3.75,701
2015-16,University of Washington,Direct from High School,Residency,WA Residents,None,All,4.02,3.75,4113
2015-16,University of Washington,Direct from High School,Residency,WA Residents,Race/Ethnicity,American Indian or Alaska Native (AIAN),5.25,4.5,20
2015-16,University of Washington,Direct from High School,Residency,WA Residents,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.05,3.75,1289
2015-16,University of Washington,Direct from High School,Residency,WA Residents,Race/Ethnicity,Black,4.42,3.92,127
2015-16,University of Washington,Direct from High School,Residency,WA Residents,Race/Ethnicity,Hispanic,4.03,3.75,340
2015-16,University of Washington,Direct from High School,Residency,WA Residents,Race/Ethnicity,Multi Racial,3.84,3.75,307
2015-16,University of Washington,Direct from High School,Residency,WA Residents,Race/Ethnicity,Unknown,4.91,3.75,125
2015-16,University of Washington,Direct from High School,Residency,WA Residents,Race/Ethnicity,White,3.94,3.75,1905
2015-16,University of Washington,Direct from High School,Residency,WA Residents,Sex,Female,3.92,3.75,2262
2015-16,University of Washington,Direct from High School,Residency,WA Residents,Sex,Male,4.15,3.75,1849
2015-16,University of Washington,Direct from High School,Sex,Female,None,All,3.87,3.75,3130
2015-16,University of Washington,Direct from High School,Sex,Female,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,3.91,3.75,837
2015-16,University of Washington,Direct from High School,Sex,Female,Race/Ethnicity,Black,4.19,3.92,91
2015-16,University of Washington,Direct from High School,Sex,Female,Race/Ethnicity,Hispanic,3.9,3.75,230
2015-16,University of Washington,Direct from High School,Sex,Female,Race/Ethnicity,Multi Racial,3.8,3.75,208
2015-16,University of Washington,Direct from High School,Sex,Female,Race/Ethnicity,Unknown,3.9,3.75,555
2015-16,University of Washington,Direct from High School,Sex,Female,Race/Ethnicity,White,3.81,3.75,1194
2015-16,University of Washington,Direct from High School,Sex,Female,Washington College Grant Status,Did Not Receive WA College Grant,3.81,3.75,2410
2015-16,University of Washington,Direct from High School,Sex,Female,Washington College Grant Status,Received WA College Grant,4.1,3.75,720
2015-16,University of Washington,Direct from High School,Sex,Male,None,All,4.11,3.75,2550
2015-16,University of Washington,Direct from High School,Sex,Male,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.15,3.75,686
2015-16,University of Washington,Direct from High School,Sex,Male,Race/Ethnicity,Black,5.04,3.92,45
2015-16,University of Washington,Direct from High School,Sex,Male,Race/Ethnicity,Hispanic,4.17,3.75,161
2015-16,University of Washington,Direct from High School,Sex,Male,Race/Ethnicity,Multi Racial,3.85,3.75,167
2015-16,University of Washington,Direct from High School,Sex,Male,Race/Ethnicity,Unknown,4.19,3.75,415
2015-16,University of Washington,Direct from High School,Sex,Male,Race/Ethnicity,White,4.04,3.75,1070
2015-16,University of Washington,Direct from High School,Sex,Male,Washington College Grant Status,Did Not Receive WA College Grant,4.08,3.75,2075
2015-16,University of Washington,Direct from High School,Sex,Male,Washington College Grant Status,Received WA College Grant,4.27,3.75,475
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,None,All,4,3.75,3024
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,American Indian or Alaska Native (AIAN),5.25,4.5,18
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.07,3.75,717
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Black,4.67,3.92,94
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Hispanic,4.02,3.75,260
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Multi Racial,3.78,3.75,200
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,Unknown,4.09,3.75,506
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Race/Ethnicity,White,3.89,3.75,1229
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Sex,Female,3.86,3.75,1896
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Sex,Male,4.23,3.75,1126
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Did Not Receive WA College Grant,3.94,3.75,2310
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,Not STEM or High Demand,Washington College Grant Status,Received WA College Grant,4.19,3.75,714
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,STEM or High Demand,None,All,3.96,3.75,2661
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,3.97,3.75,808
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Black,4.03,3.75,42
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Hispanic,4,3.75,131
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Multi Racial,3.87,3.75,176
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,Unknown,3.96,3.75,464
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,STEM or High Demand,Race/Ethnicity,White,3.96,3.75,1037
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,STEM or High Demand,Sex,Female,3.89,3.75,1234
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,STEM or High Demand,Sex,Male,4.02,3.75,1424
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,STEM or High Demand,Washington College Grant Status,Did Not Receive WA College Grant,3.92,3.75,2180
2015-16,University of Washington,Direct from High School,STEM or High Demand Status,STEM or High Demand,Washington College Grant Status,Received WA College Grant,4.13,3.75,481
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,None,All,3.98,3.75,5667
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,American Indian or Alaska Native (AIAN),5.18,4.5,21
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,4.01,3.75,1519
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Black,4.47,3.92,136
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Hispanic,4,3.75,389
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Multi Racial,3.82,3.75,375
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,Unknown,4.02,3.75,969
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,Race/Ethnicity,White,3.91,3.75,2258
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,Sex,Female,3.87,3.75,3125
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,Sex,Male,4.1,3.75,2537
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,Washington College Grant Status,Did Not Receive WA College Grant,3.93,3.75,4481
2015-16,University of Washington,Direct from High School,Veteran Status,Non-Veteran/Unknown,Washington College Grant Status,Received WA College Grant,4.16,3.75,1186
2015-16,University of Washington,Direct from High School,Veteran Status,Veteran,None,All,5.62,4.5,18
2015-16,University of Washington,Direct from High School,Veteran Status,Veteran,Sex,Male,5.87,4.5,13
2015-16,University of Washington,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,None,All,3.93,3.75,4490
2015-16,University of Washington,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Asian/Native Hawaiian or Other Pacific Islander,3.96,3.75,1038
2015-16,University of Washington,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Black,4.7,3.75,61
2015-16,University of Washington,Direct from High School,Washington College Grant Status,Did Not Receive WA College Grant,Race/Ethnicity,Hispanic,3.91,3.75,202
